CPF,codicao_socioeconomica,regiao_geografica,posicao_politica,religiao
68267709553,classe baixa,nordeste,esquerda,budista
95915886039,classe media,centro oeste,direita,espirita
77413130900,classe media,nordeste,centro,judeu
31817468106,classe baixa,norte,centro,budista
24359001360,classe alta,sul,direita,budista
73072004695,classe media,sul,centro,budista
37125686589,classe baixa,norte,direita,budista
97595593885,classe alta,norte,direita,catolico
70091282477,classe baixa,sudeste,esquerda,catolico
63405370544,classe alta,sudeste,centro,judeu
17585321866,classe alta,norte,esquerda,budista
32115465044,classe baixa,norte,centro,espirita
62442938710,classe alta,sudeste,centro,espirita
12180367349,classe baixa,sul,esquerda,espirita
63489804895,classe alta,sul,esquerda,judeu
55273233525,classe media,sul,centro,espirita
58507570755,classe baixa,nordeste,esquerda,catolico
31405928423,classe baixa,norte,esquerda,catolico
73980586375,classe alta,sudeste,centro,catolico
11860289953,classe baixa,sudeste,direita,judeu
82394551888,classe baixa,sudeste,direita,espirita
82876187725,classe alta,norte,centro,budista
20200274113,classe media,sudeste,centro,budista
74620479033,classe alta,norte,esquerda,judeu
48919837444,classe baixa,centro oeste,centro,judeu
43119493554,classe baixa,centro oeste,esquerda,catolico
83903665465,classe media,sul,centro,judeu
30928955666,classe baixa,sul,centro,budista
83496026553,classe media,sudeste,esquerda,budista
35193508840,classe alta,norte,centro,judeu
77892893359,classe media,sul,centro,espirita
55211792235,classe baixa,norte,esquerda,judeu
68954398911,classe baixa,centro oeste,direita,budista
19635800432,classe alta,sul,direita,budista
30690983394,classe media,norte,esquerda,catolico
44817667110,classe alta,sul,esquerda,judeu
33321932876,classe media,sudeste,esquerda,judeu
45408151977,classe media,norte,esquerda,judeu
64190132294,classe baixa,norte,centro,catolico
97390708074,classe media,norte,esquerda,budista
63422871210,classe alta,nordeste,direita,catolico
93210596601,classe baixa,nordeste,centro,catolico
35295833645,classe alta,centro oeste,direita,catolico
25617876924,classe media,sul,esquerda,catolico
55499043111,classe baixa,centro oeste,centro,budista
20333360308,classe media,nordeste,esquerda,espirita
19700933917,classe media,sul,centro,espirita
64151616787,classe alta,nordeste,centro,budista
97090862345,classe media,sudeste,direita,espirita
65544111671,classe alta,sul,esquerda,budista
40879169496,classe media,norte,direita,judeu
14279742269,classe media,norte,centro,espirita
88036306513,classe media,norte,direita,budista
96029577385,classe baixa,nordeste,centro,espirita
25796217608,classe baixa,sul,esquerda,budista
19628935427,classe alta,sudeste,centro,judeu
93641825342,classe alta,norte,centro,espirita
49999802448,classe media,norte,centro,judeu
70287783022,classe baixa,nordeste,direita,catolico
43527185245,classe baixa,sudeste,centro,espirita
33415084502,classe alta,norte,esquerda,catolico
25788454899,classe baixa,norte,direita,espirita
71767547549,classe media,nordeste,esquerda,budista
67316554428,classe baixa,centro oeste,centro,espirita
66971786410,classe baixa,norte,direita,budista
33541206678,classe baixa,nordeste,centro,espirita
17953551159,classe alta,nordeste,direita,catolico
38614080747,classe alta,sudeste,direita,catolico
51834612589,classe alta,norte,direita,budista
29595102727,classe media,nordeste,centro,catolico
70108048456,classe media,sul,centro,catolico
47295041870,classe alta,sudeste,esquerda,espirita
43571113553,classe baixa,sul,direita,judeu
44054164609,classe media,norte,centro,catolico
56580632238,classe media,nordeste,esquerda,judeu
50035849920,classe media,sul,esquerda,catolico
44048799018,classe baixa,sul,direita,catolico
66605994867,classe baixa,sudeste,esquerda,espirita
83937310040,classe baixa,sudeste,direita,judeu
89927654685,classe media,sul,esquerda,espirita
75606247867,classe baixa,nordeste,centro,espirita
61510320894,classe alta,centro oeste,esquerda,espirita
29460180506,classe baixa,sudeste,direita,catolico
37133450062,classe alta,centro oeste,esquerda,judeu
39793799643,classe media,sudeste,esquerda,judeu
79854843596,classe baixa,centro oeste,centro,budista
97032140967,classe alta,norte,esquerda,catolico
12886664959,classe alta,nordeste,direita,budista
15898280077,classe media,centro oeste,direita,espirita
46547087487,classe media,norte,direita,budista
23627596008,classe baixa,norte,direita,budista
31619961975,classe alta,nordeste,direita,budista
99825364276,classe media,norte,centro,catolico
21931767430,classe alta,centro oeste,esquerda,judeu
46659934619,classe alta,centro oeste,esquerda,judeu
38930439638,classe media,sul,centro,espirita
65610110561,classe alta,nordeste,direita,espirita
91641983382,classe media,norte,direita,judeu
19379403773,classe media,norte,centro,espirita
72061228802,classe baixa,centro oeste,centro,espirita
81790411521,classe alta,sudeste,direita,budista
63856318671,classe baixa,sul,centro,espirita
89261142633,classe baixa,norte,esquerda,budista
11356904148,classe baixa,nordeste,centro,espirita
84998133788,classe baixa,sul,esquerda,budista
41663315885,classe media,norte,direita,budista
26452523873,classe alta,sudeste,direita,judeu
91604841545,classe media,sul,centro,catolico
69681309290,classe baixa,centro oeste,centro,budista
31458518715,classe alta,nordeste,direita,catolico
70777749509,classe baixa,centro oeste,direita,catolico
36486495288,classe baixa,centro oeste,direita,espirita
17922582079,classe media,nordeste,esquerda,espirita
67538961824,classe media,nordeste,centro,budista
57368457992,classe baixa,sudeste,centro,budista
12183377833,classe media,norte,esquerda,catolico
31932471065,classe alta,sul,esquerda,catolico
39910953214,classe baixa,sudeste,esquerda,judeu
29001638864,classe baixa,sudeste,centro,budista
90378249147,classe baixa,sudeste,esquerda,catolico
10607231983,classe baixa,centro oeste,direita,judeu
34699464537,classe baixa,sudeste,centro,espirita
44643501305,classe media,norte,esquerda,judeu
65524420120,classe alta,norte,esquerda,catolico
17238195973,classe alta,sudeste,direita,espirita
86260604177,classe baixa,sul,direita,espirita
65800366392,classe alta,nordeste,centro,catolico
99770276645,classe media,norte,esquerda,catolico
86758260824,classe baixa,sul,centro,catolico
86630005786,classe alta,sudeste,centro,budista
95311676990,classe baixa,sudeste,centro,catolico
31566585132,classe baixa,centro oeste,esquerda,budista
10597517317,classe media,nordeste,direita,espirita
20503974642,classe media,sudeste,centro,espirita
63950346080,classe media,nordeste,direita,budista
89702338822,classe media,sudeste,esquerda,budista
40046197086,classe alta,centro oeste,esquerda,catolico
33665006111,classe alta,centro oeste,direita,catolico
34080939495,classe media,sul,esquerda,catolico
35822855481,classe media,sudeste,centro,catolico
98971528452,classe alta,centro oeste,centro,catolico
39739467793,classe alta,sul,centro,judeu
10119382375,classe alta,sul,esquerda,espirita
81549816981,classe alta,sul,esquerda,judeu
99640948453,classe baixa,norte,direita,budista
96758510212,classe alta,sudeste,centro,espirita
35777495340,classe baixa,sul,direita,budista
94775756630,classe alta,centro oeste,esquerda,budista
76713387088,classe baixa,nordeste,direita,catolico
67021177825,classe baixa,nordeste,centro,catolico
94563721178,classe baixa,sul,direita,budista
38592190044,classe baixa,centro oeste,direita,budista
86006320178,classe alta,sudeste,direita,espirita
96752573321,classe media,sul,centro,budista
24620429788,classe media,centro oeste,esquerda,espirita
53516636493,classe media,centro oeste,direita,espirita
12683209786,classe media,sudeste,direita,judeu
33673488040,classe media,centro oeste,centro,catolico
81193752643,classe media,norte,esquerda,judeu
20458465367,classe alta,centro oeste,esquerda,espirita
61628156388,classe media,sul,esquerda,budista
93697847068,classe baixa,nordeste,esquerda,judeu
57356641987,classe baixa,sudeste,direita,budista
23528723321,classe media,sul,esquerda,judeu
25480919992,classe alta,nordeste,esquerda,judeu
91125848693,classe baixa,centro oeste,direita,budista
87573128130,classe baixa,nordeste,direita,espirita
97136069624,classe baixa,sul,centro,budista
96113780744,classe alta,sudeste,esquerda,espirita
63812574146,classe baixa,centro oeste,esquerda,espirita
22379803234,classe baixa,centro oeste,centro,catolico
57494119213,classe media,sul,centro,judeu
44601008093,classe alta,sul,direita,catolico
73172939647,classe alta,sul,centro,espirita
69195269847,classe baixa,centro oeste,esquerda,budista
10382782858,classe alta,norte,esquerda,budista
71362512763,classe baixa,sudeste,centro,judeu
42794433979,classe media,nordeste,centro,judeu
95481507116,classe baixa,norte,direita,budista
34962041557,classe media,centro oeste,direita,judeu
82015202779,classe alta,norte,centro,catolico
52765594798,classe media,sul,centro,catolico
10078364316,classe alta,centro oeste,centro,judeu
80341926306,classe alta,sudeste,esquerda,catolico
16604504549,classe baixa,norte,direita,espirita
72115707488,classe baixa,nordeste,esquerda,budista
64983489257,classe media,sudeste,esquerda,espirita
75630978106,classe media,norte,centro,judeu
43144190948,classe alta,nordeste,centro,judeu
21952514679,classe media,sul,direita,budista
92241248546,classe alta,nordeste,direita,budista
28260308737,classe media,sudeste,esquerda,judeu
12824189784,classe alta,sul,direita,budista
49050114290,classe alta,centro oeste,direita,budista
24631633686,classe alta,sudeste,direita,espirita
19834778113,classe alta,sudeste,centro,espirita
62940008883,classe alta,sudeste,centro,budista
80434534661,classe media,nordeste,esquerda,judeu
94553286224,classe alta,sudeste,centro,judeu
65162458531,classe baixa,sudeste,esquerda,judeu
29484659222,classe alta,sul,esquerda,catolico
63702515860,classe baixa,nordeste,centro,catolico
56028923005,classe baixa,centro oeste,centro,espirita
52148160493,classe alta,nordeste,direita,catolico
95848582243,classe media,norte,esquerda,judeu
76011839133,classe media,nordeste,centro,budista
92401544191,classe media,centro oeste,direita,espirita
52797497887,classe media,norte,direita,catolico
38646289420,classe alta,sudeste,direita,budista
90618155111,classe alta,sul,direita,catolico
80506995240,classe baixa,centro oeste,direita,espirita
28029259825,classe media,sudeste,esquerda,espirita
75617839220,classe alta,sul,direita,catolico
90148250693,classe alta,sul,esquerda,catolico
17022798169,classe baixa,norte,esquerda,espirita
75393184647,classe baixa,centro oeste,centro,judeu
82487286975,classe alta,norte,centro,catolico
41062620464,classe baixa,sudeste,direita,espirita
14286838737,classe alta,sudeste,esquerda,espirita
46493843297,classe alta,sudeste,esquerda,budista
57857837030,classe baixa,norte,centro,espirita
75555519889,classe alta,sudeste,esquerda,espirita
98392290253,classe alta,sudeste,direita,budista
15338123818,classe baixa,sudeste,centro,budista
21253335950,classe baixa,centro oeste,esquerda,budista
10941133044,classe baixa,centro oeste,esquerda,catolico
87726120822,classe media,sudeste,esquerda,budista
96377865559,classe media,centro oeste,direita,espirita
20687085454,classe media,nordeste,direita,budista
31421226160,classe alta,norte,esquerda,espirita
72245041622,classe alta,nordeste,esquerda,budista
67592031719,classe alta,sul,esquerda,budista
88634317350,classe baixa,norte,esquerda,catolico
54791972754,classe alta,norte,centro,espirita
71002834112,classe alta,sudeste,esquerda,budista
55917173559,classe alta,centro oeste,direita,judeu
12103232289,classe baixa,nordeste,direita,espirita
85347843293,classe media,nordeste,esquerda,catolico
62642242843,classe alta,norte,esquerda,judeu
41892480247,classe media,centro oeste,direita,budista
30920971554,classe baixa,sudeste,direita,catolico
53087111895,classe media,sul,direita,catolico
31227736418,classe alta,centro oeste,centro,budista
34242190302,classe alta,sudeste,direita,espirita
41139384697,classe alta,sudeste,direita,espirita
50389391528,classe baixa,sudeste,esquerda,catolico
98296371684,classe alta,sul,centro,judeu
11275564613,classe alta,sudeste,direita,espirita
36569939000,classe baixa,sul,esquerda,judeu
84883575014,classe baixa,centro oeste,centro,espirita
24419497670,classe media,sul,direita,budista
84702640579,classe media,nordeste,centro,espirita
29197105094,classe baixa,sudeste,esquerda,judeu
68052645157,classe baixa,sul,centro,espirita
10792266794,classe alta,nordeste,direita,judeu
42080220963,classe alta,nordeste,direita,budista
84997007259,classe alta,centro oeste,centro,budista
24331539096,classe baixa,sul,direita,judeu
19695269507,classe media,sudeste,esquerda,judeu
26570417630,classe alta,sul,esquerda,budista
37143703291,classe baixa,centro oeste,centro,budista
87844688278,classe alta,centro oeste,esquerda,espirita
44805735795,classe media,centro oeste,direita,budista
93992716482,classe alta,centro oeste,esquerda,judeu
31029195355,classe media,nordeste,esquerda,catolico
21862774471,classe alta,sudeste,centro,espirita
11331050344,classe baixa,norte,centro,budista
30865473825,classe media,sudeste,esquerda,espirita
43604042855,classe media,norte,esquerda,espirita
